bbl,isndobbisviol,boro,bin,block,lot,issuedate,violationtypecode,violationnumber,housenumber,street,dispositiondate,dispositioncomments,devicenumber,description,ecbnumber,number,violationcategory,violationtype
4021120030,369445,4,4050658,02112,00030,2006-01-17,E,94444150842,99-41,64 AVENUE,2013-07-31,PVT: RESOLVED BY SATISFACTORY CAT 1 INSPECTION,004P1635,,,V*011706E94444150842,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
4021120030,373190,4,4050658,02112,00030,2006-01-17,E,94444150843,99-41,64 AVENUE,2013-07-31,PVT: RESOLVED BY SATISFACTORY CAT 1 INSPECTION,004P1634,,,V*011706E94444150843,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
4021120030,1166033,4,4050658,02112,00030,2006-10-24,E,9444/177538,99-41,64 AVENUE,2013-07-31,PVT: RESOLVED BY SATISFACTORY CAT 1 INSPECTION,004P1635,,,V*102406E9444/177538,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
4021120030,1166035,4,4050658,02112,00030,2006-10-24,E,9444/177539,99-41,64 AVENUE,2013-07-31,PVT: RESOLVED BY SATISFACTORY CAT 1 INSPECTION,004P1634,,,V*102406E9444/177539,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
4022200001,1166076,4,4052288,02220,00001,2006-10-23,E,9444/177097,69-45,108 STREET,2006-12-26,PPN203 2YR TEST PERFORMED ON 06/08/2006 BY     PESO #420-001,004P2884,,,V*102306E9444/177097,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
4022200001,1166075,4,4052288,02220,00001,2006-10-23,E,9444/177096,69-45,108 STREET,2007-02-05,PPN203 AOC SUBMITTED ON 1/29/07 BY ARISTA ELEV.CERT. #392-001,004P2883,,,V*102306E9444/177096,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
4033550129,1123431,4,4080137,03355,00129,2006-08-03,E,9444/168178,83-52,TALBOT STREET,2013-07-31,PVT: SATISFIED BY SUBMISSION OF AOC FOR CAT 1 INSP,0004P686,,,V*080306E9444/168178,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
4033550129,1123432,4,4080137,03355,00129,2006-08-03,E,9444/168179,83-52,TALBOT STREET,2013-07-31,PVT: SATISFIED BY SUBMISSION OF AOC FOR CAT 1 INSP,0004P687,,,V*080306E9444/168179,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
4079680031,1101297,4,4166895,07968,00031,2006-03-15,E,94444155709,222-89,BRADDOCK AVENUE,2013-07-31,PVT: SATISFIED BY SUBMISSION OF AOC FOR CAT 1 INSP,004P4272,,,V*031506E94444155709,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
4021480001,1162895,4,4432058,02148,00001,2006-10-16,E,9444/177328,105-38,63 DRIVE,2013-07-31,PVT: SATISFIED BY SUBMISSION OF AOC FOR CAT 1 INSP,004P2160,,,V*101606E9444/177328,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
4021480001,1162898,4,4432058,02148,00001,2006-10-16,E,9444/177331,105-38,63 DRIVE,2013-07-31,PVT: RESOLVED BY SATISFACTORY CAT 1 INSPECTION,004P2159,,,V*101606E9444/177331,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
1002740014,1180720,1,1003269,00274,00014,2007-02-27,E,9444H193310,75,MONROE STREET,2013-07-31,PVT: RESOLVED BY SATISFACTORY CAT 1 INSPECTION,01P26369,,,V*022707E9444H193310,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
1002740014,1250206,1,1003269,00274,00014,2007-11-05,E,9444/221915,75,MONROE STREET,2013-10-02,PVT: SATISFIED BY SUBMISSION OF AOC FOR CAT 1 INSP,01P26369,,,V*110507E9444/221915,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
1002830006,1189045,1,1003556,00283,00006,2007-01-19,LL6291,06028,119,HENRY STREET,,,00910291,,,V011907LL629106028,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED
1004070054,1184215,1,1005262,00407,00054,2007-01-19,LL6291,00799,513,EAST   13 STREET,2021-03-04,CIANOW CRM Violation Dismissed,00021918,,,V*011907LL629100799,V*-DOB VIOLATION - DISMISSED,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED
1007730027,1267104,1,1014148,00773,00027,2007-11-30,LL1198,NRF42504,221,WEST 23 STREET,2017-03-06,JNW    LATE PENALTY PAID INVOICE # 61807708,601618,,,V*113007LL1198NRF42504,V*-DOB VIOLATION - DISMISSED,LL1198-LOCAL LAW 11/98 - FACADE                                        FACADE  OPTIONAL
1007730056,1186421,1,1014159,00773,00056,2007-01-19,LL6291,03188,214,WEST 24 STREET,2007-08-03,RASCIA CANCELLED-PROOF-OP49 BL#80337 REMOVED   AS OF 10/10/91,00080337,,,V*011907LL629103188,V*-DOB VIOLATION - DISMISSED,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED
1009270001,596512,1,1020543,00927,00001,2007-06-25,L1198,HAZ971,362,SECOND AVENUE,2009-10-07,CAW    AMENDED ROUND 6 REPORT WAS SUBMITTED AND APPROVED,,,,V*062507L1198HAZ971,V*-DOB VIOLATION - DISMISSED,L1198-LOCAL LAW 11/98 - FACADE                                        FACADE  REQUIRED
1009270001,1173740,1,1020543,00927,00001,2007-01-18,E,9444/187796,301,EAST   21 STREET,2008-04-18,PPN203 AOC SUBMITTED ON 041508 BY CITY ELEVATOR2YR 101207 1P18320 CERT# 475004,01P18320,,,V*011807E9444/187796,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
1009270001,1254721,1,1020543,00927,00001,2007-12-14,E,9444/230235,301,EAST   21 STREET,2008-02-25,PPN203 AOC SUBMITTED ON 021108 BY CITY ELEV    CERT# 475004,01P18318,,,V*121407E9444/230235,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
1009270001,1254722,1,1020543,00927,00001,2007-12-14,E,9444/230236,301,EAST   21 STREET,2008-02-25,PPN203 AOC SUBMITTED ON 021108 BY CITY ELEV    CERT# 475004,01P18320,,,V*121407E9444/230236,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
1009270001,1215043,1,1020543,00927,0001,2007-04-20,E,9444/198467,301,EAST   21 STREET,2007-07-09,PPN203 AOC SUBMITTED ON 07/02/2007 BY CITY ELEV CERT#475-004,01P18317,,,V*042007E9444/198467,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
1009270001,1215044,1,1020543,00927,0001,2007-04-20,E,9444/198468,301,EAST   21 STREET,2007-07-09,PPN203 AOC SUBMITTED ON 07/02/2007 BY CITY ELEV CERT#475-004,01P18319,,,V*042007E9444/198468,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
1009270055,1218754,1,1020543,00927,00055,2007-04-02,LL1081,00811,374,SECOND AVE,2010-05-21,LL1081 PAID PENALTY IN FULL,E0500811,,,V*040207LL108100811,V*-DOB VIOLATION - DISMISSED,LL1081-LOCAL LAW 10/81 - ELEVATOR                                      ELEVATOROPTIONAL
1010410005,2049478,1,1025173,01041,00005,2007-01-19,LL6291,01403,365,WEST 50 STREET,,,39594-01,,,V011907LL629101403,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED
1011690040,1183947,1,1030892,01169,00040,2007-01-19,LL6291,00502,214,WEST   78 STREET,2008-07-16,RASCIA CANCELLED-BL#16064-01 DISCONNECTED AS   OF 1/1/03,00016064,,,V*011907LL629100502,V*-DOB VIOLATION - DISMISSED,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED
1012530045,1267772,1,1034185,01253,00045,2007-11-30,LL1198,NRF43249,336,WEST 95 STREET,2016-10-24,CAW    LATE PENALTY PAID INVOICE # 61750854,604066,,,V*113007LL1198NRF43249,V*-DOB VIOLATION - DISMISSED,LL1198-LOCAL LAW 11/98 - FACADE                                        FACADE  OPTIONAL
1012530045,1253659,1,1034185,01253,00045,2007-12-04,E,9011/225738,336,WEST   95 STREET,2009-04-13,PPN203 AOC SUBMITTED ON 03/26/2009 BY CONSOLIDATED ELEVATOR CERT#026001,001P9029,,,V*120407E9011/225738,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
1015100052,1184706,1,1047584,01510,00052,2007-01-19,LL6291,01328,1205,LEXINGTON AVENUE,,,00035707,,,V011907LL629101328,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED
1015130124,1787760,1,1047700,01513,00124,2007-08-21,E,9011/214932,155,EAST   84 STREET,2013-07-31,PVT: SATISFIED BY SUBMISSION OF AOC FOR CAT 1 INSP,01P30399,,,V*082107E9011/214932,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
1016140069,1238095,1,1051595,01614,00069,2007-09-13,E,9011/218137,1274,5 AVENUE,2007-11-19,PPN203 AOC SUBMITTED ON 11/14/07 BY PRO ELEV.  CERT. #479-005,01P13509,,,V*091307E9011/218137,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
1019880117,1184752,1,1059803,01988,00117,2007-01-19,LL6291,01379,512,W 136 ST,2007-09-05,YCRCIA DISMISSED REDUCED PENALTY PAID $50      MO#3000093924 INV#60633127,00038633,,,V*011907LL629101379,V*-DOB VIOLATION - DISMISSED,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED
1020990049,1268735,1,1062472,02099,00049,2007-11-30,LL1198,NRF44289,640,WEST 153 STREET,,,607057,,,V113007LL1198NRF44289,V-DOB VIOLATION - ACTIVE,LL1198-LOCAL LAW 11/98 - FACADE                                        FACADE  OPTIONAL
1022240011,1187625,1,1064799,02224,00011,2007-01-19,LL6291,04500,23,VERMILYEA AVENUE,2019-06-03,MLSCIA DISMISSED FULL PENALTY PD $500          INV#62091421    CHK#9818321154,00154458,,,V*011907LL629104500,V*-DOB VIOLATION - DISMISSED,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED
2024610045,1268996,2,2002814,02461,00045,2007-11-30,LL1198,NRF44562,940,GRAND CONCOURSE,2015-06-29,CAW    LATE PENALTY PAID INVOICE # 61551398,607571,,,V*113007LL1198NRF44562,V*-DOB VIOLATION - DISMISSED,LL1198-LOCAL LAW 11/98 - FACADE                                        FACADE  OPTIONAL
2024610045,1273773,2,2002814,02461,00045,2007-07-19,E,9444/207118,940,GR CONCOURSE,2008-03-06,PPN203 AOC SUBMITTED ON 022208 BY CHARLESTAN TECHNOLOGIES INC. CERT#500001,0002P631,,,V*071907E9444/207118,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2024610045,1230141,2,2002814,02461,00045,2007-07-19,E,9444/207119,940,GR CONCOURSE,2008-03-06,PPN203 AOC SUBMITTED ON 022208 BY CHARLESTAN TECHNOLOGIES INC. CERT#500001,0002P632,,,V*071907E9444/207119,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2024610045,1230143,2,2002814,02461,00045,2007-07-19,E,9444/207121,940,GR CONCOURSE,2008-03-06,PPN203 AOC SUBMITTED ON 022208 BY CHARLESTAN TECHNOLOGIES INC. CERT#500001,0002P634,,,V*071907E9444/207121,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2024610045,1230144,2,2002814,02461,00045,2007-07-19,E,9444/207122,940,GR CONCOURSE,2008-03-06,PPN203 AOC SUBMITTED ON 022208 BY CHARLESTAN TECHNOLOGIES INC. CERT#500001,0002P635,,,V*071907E9444/207122,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2024610045,1230142,2,2002814,02461,00045,2007-07-19,E,9444/207120,940,GR CONCOURSE,2013-07-31,PVT: SATISFIED BY SUBMISSION OF AOC FOR CAT 1 INSP,0002P633,,,V*071907E9444/207120,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2024610058,1268997,2,2002815,02461,00058,2007-11-30,LL1198,NRF44563,960,GRAND CONCOURSE,2015-07-21,CAW,607572,,,V*113007LL1198NRF44563,V*-DOB VIOLATION - DISMISSED,LL1198-LOCAL LAW 11/98 - FACADE                                        FACADE  OPTIONAL
2024610058,1230145,2,2002815,02461,00058,2007-07-20,E,9444/207123,180,EAST  164 STREET,2013-07-31,PVT: SATISFIED BY SUBMISSION OF AOC FOR CAT 1 INSP,0002P591,,,V*072007E9444/207123,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2024610058,1230146,2,2002815,02461,00058,2007-07-20,E,9444/207124,180,EAST  164 STREET,2013-07-31,PVT: SATISFIED BY SUBMISSION OF AOC FOR CAT 1 INSP,0002P592,,,V*072007E9444/207124,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2024610058,1230147,2,2002815,02461,00058,2007-07-20,E,9444/207125,180,EAST  164 STREET,2013-07-31,PVT: SATISFIED BY SUBMISSION OF AOC FOR CAT 1 INSP,0002P594,,,V*072007E9444/207125,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2024610058,1792922,2,2002815,02461,00058,2007-07-20,E,9444/209576,180,EAST  164 STREET,2013-07-31,PVT: SATISFIED BY SUBMISSION OF AOC FOR CAT 1 INSP,0002P593,,,V*072007E9444/209576,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2024610090,1268998,2,2002822,02461,00090,2007-11-30,LL1198,NRF44564,1000,GRAND CONCOURSE,,,607573,,,V113007LL1198NRF44564,V-DOB VIOLATION - ACTIVE,LL1198-LOCAL LAW 11/98 - FACADE                                        FACADE  OPTIONAL
2024610090,1240722,2,2002822,02461,00090,2007-10-10,E,1999/227701,1000,GRAND CONCOURSE,,,002P1638,,,V101007E1999/227701,V-DOB VIOLATION - ACTIVE,E-ELEVATOR                                                        ELEVATORREQUIRED
2024610090,1240723,2,2002822,02461,00090,2007-10-10,E,1999/227702,1000,GRAND CONCOURSE,,,002P1638,,,V101007E1999/227702,V-DOB VIOLATION - ACTIVE,E-ELEVATOR                                                        ELEVATORREQUIRED
2024610090,1240721,2,2002822,02461,00090,2007-10-10,E,1999/227703,1000,GRAND CONCOURSE,,,002P1638,,,V101007E1999/227703,V-DOB VIOLATION - ACTIVE,E-ELEVATOR                                                        ELEVATORREQUIRED
2024610090,1240719,2,2002822,02461,00090,2007-10-10,E,1999/227704,1000,GRAND CONCOURSE,,,002P1637,,,V101007E1999/227704,V-DOB VIOLATION - ACTIVE,E-ELEVATOR                                                        ELEVATORREQUIRED
2024610090,1240720,2,2002822,02461,00090,2007-10-10,E,1999/227705,1000,GRAND CONCOURSE,,,002P1637,,,V101007E1999/227705,V-DOB VIOLATION - ACTIVE,E-ELEVATOR                                                        ELEVATORREQUIRED
2024610090,1257470,2,2002822,02461,00090,2007-12-17,E,9444/230790,1000,GRAND COURSE,2008-03-07,PPN203 AOC SUBMITTED ON 022208 BY CHARLESTAN TECHNOLOGIES INC. CERT#500001,002P1638,,,V*121707E9444/230790,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2024610090,1257465,2,2002822,02461,00090,2007-12-17,E,9444/230789,1000,GRAND CONCOURSE,2013-07-31,PVT: RESOLVED BY SATISFACTORY CAT 1 INSPECTION,002P1637,,,V*121707E9444/230789,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2024610090,1273774,2,2002822,02461,0090,2007-04-23,E,94442196416,1000,GRAND CONCOURSE,2008-03-06,PPN203 AOC SUBMITTED ON 022208 BY CHARLESTAN TECHNOLOGIES INC. CERT#500001......,002P1638,,,V*042307E94442196416,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2024610090,1216104,2,2002822,02461,0090,2007-04-23,E,94442196415,1000,GRAND CONCOURSE,2013-07-31,PVT: RESOLVED BY SATISFACTORY CAT 1 INSPECTION,002P1637,,,V*042307E94442196415,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2024610090,1215229,2,2002822,02461,0090,2007-05-02,E,1993/226697,1000,GRAND CONCOURSE,,,002P1638,,,V050207E1993/226697,V-DOB VIOLATION - ACTIVE,E-ELEVATOR                                                        ELEVATORREQUIRED
2024610090,1215230,2,2002822,02461,0090,2007-05-02,E,1993/226698,1000,GRAND CONCOURSE,,,002P1638,,,V050207E1993/226698,V-DOB VIOLATION - ACTIVE,E-ELEVATOR                                                        ELEVATORREQUIRED
2024610090,1215231,2,2002822,02461,0090,2007-05-02,E,1993/226699,1000,GRAND CONCOURSE,,,002P1638,,,V050207E1993/226699,V-DOB VIOLATION - ACTIVE,E-ELEVATOR                                                        ELEVATORREQUIRED
2024610090,1215232,2,2002822,02461,0090,2007-05-02,E,1993/226700,1000,GRAND CONCOURSE,,,002P1638,,,V050207E1993/226700,V-DOB VIOLATION - ACTIVE,E-ELEVATOR                                                        ELEVATORREQUIRED
2024610090,1215233,2,2002822,02461,0090,2007-05-02,E,1993H226693,1000,GRAND CONCOURSE,,,002P1637,,,V050207E1993H226693,V-DOB VIOLATION - ACTIVE,E-ELEVATOR                                                        ELEVATORREQUIRED
2024610090,1215235,2,2002822,02461,0090,2007-05-02,E,1993H226694,1000,GRAND CONCOURSE,,,002P1637,,,V050207E1993H226694,V-DOB VIOLATION - ACTIVE,E-ELEVATOR                                                        ELEVATORREQUIRED
2024610090,1215236,2,2002822,02461,0090,2007-05-02,E,1993H226695,1000,GRAND CONCOURSE,,,002P1637,,,V050207E1993H226695,V-DOB VIOLATION - ACTIVE,E-ELEVATOR                                                        ELEVATORREQUIRED
2024610090,1215237,2,2002822,02461,0090,2007-05-02,E,1993H226696,1000,GRAND CONCOURSE,,,002P1637,,,V050207E1993H226696,V-DOB VIOLATION - ACTIVE,E-ELEVATOR                                                        ELEVATORREQUIRED
2024610090,1215234,2,2002822,02461,0090,2007-05-02,E,1993H226754,1000,GRAND CONCOURSE,,,002P1637,,,V050207E1993H226754,V-DOB VIOLATION - ACTIVE,E-ELEVATOR                                                        ELEVATORREQUIRED
2024640023,1269003,2,2002849,02464,00023,2007-11-30,LL1198,NRF44570,1235,GRAND CONCOURSE,,,607577,,,V113007LL1198NRF44570,V-DOB VIOLATION - ACTIVE,LL1198-LOCAL LAW 11/98 - FACADE                                        FACADE  OPTIONAL
2024960046,1792388,2,2003025,02496,00046,2007-07-24,E,9444/209945,1184,CROMWELL AVENUE,2013-07-31,PVT: SATISFIED BY SUBMISSION OF AOC FOR CAT 1 INSP,0002P403,,,V*072407E9444/209945,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2027820104,1190182,2,2007114,02782,00104,2007-01-19,LL6291,07249,364,EAST  170 STREET,2007-04-11,CIACEY CANCEL PROOF SUBMITTED FILED ON TIME,00016697,,,V*011907LL629107249,V*-DOB VIOLATION - DISMISSED,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED
2028080012,452427,2,2007683,02808,00012,2007-06-25,L1198,HAZ1499,1939,GRAND CONCOURSE,2012-02-29,JFG    AMENDED REPORT FILED.,,,,V*062507L1198HAZ1499,V*-DOB VIOLATION - DISMISSED,L1198-LOCAL LAW 11/98 - FACADE                                        FACADE  REQUIRED
2028080012,1230202,2,2007683,02808,00012,2007-07-23,E,9444/209757,1939,GR CONCOURSE,2013-07-31,PVT: SATISFIED BY SUBMISSION OF AOC FOR CAT 1 INSP,002P1902,,,V*072307E9444/209757,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2028080012,1230203,2,2007683,02808,00012,2007-07-23,E,9444/209759,1939,GR CONCOURSE,2013-07-31,PVT: SATISFIED BY SUBMISSION OF AOC FOR CAT 1 INSP,002P1903,,,V*072307E9444/209759,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
2028270046,1269139,2,2007907,02827,00046,2007-11-30,LL1198,NRF44732,1895,MORRIS AVENUE,2015-07-21,CAW,607799,,,V*113007LL1198NRF44732,V*-DOB VIOLATION - DISMISSED,LL1198-LOCAL LAW 11/98 - FACADE                                        FACADE  OPTIONAL
