complaintnumber,status,dateentered,housenumber,zipcode,housestreet,bin,communityboard,specialdistrict,complaintcategory,unit,dispositiondate,dispositioncode,inspectiondate,dobrundate
1378203,CLOSED,2014-08-19,225,10011,WEST 23 STREET,1014148,104,,05,MAN.,2014-10-06,I2,2014-10-04,2024-05-29
1500462,CLOSED,2019-01-30,574,10030,ST NICHOLAS AVENUE,1060906,110,,05,MAN.,2019-03-23,I2,2019-03-22,2024-05-29
3694993,CLOSED,2019-04-08,38,11226,LINDEN BOULEVARD,3116708,314,,5H,OBM,2019-04-09,I2,2019-04-08,2024-05-29
3698543,CLOSED,2019-04-23,369,11238,WASHINGTON AVENUE,3341955,302,,4B,SEP,2019-10-23,A1,2019-07-02,2024-05-29
3694997,CLOSED,2019-04-08,58,11226,LINDEN BOULEVARD,3116712,314,,5H,OBM,2019-04-09,I2,2019-04-08,2024-05-29
1507741,CLOSED,2019-04-18,124,10023,WEST 72 STREET,1079313,107,,7G,CSE,2022-03-08,L2,2022-03-08,2024-05-29
1507742,CLOSED,2019-04-18,128,10023,WEST 72 STREET,1079315,107,,7G,CSE,2019-06-06,L2,2019-06-06,2024-05-29
2202330,CLOSED,2014-08-26,1566,10452,MACOMBS ROAD,2008422,204,,37,ERT,2014-08-28,I2,2014-08-28,2024-05-29
2275669,CLOSED,2019-02-08,2922,10458,GRAND CONCOURSE,2017622,207,,6S,ELEVR,2019-03-25,I2,2019-03-25,2024-05-29
3466903,CLOSED,2014-01-13,1229,11237,HALSEY STREET,3078694,304,,58,BOILR,2014-08-28,C2,2014-07-18,2024-05-29
2276077,CLOSED,2019-02-14,1508,10462,ODELL STREET,2041215,209,,6S,ELEVR,2019-03-29,A8,2019-03-28,2024-05-29
4593246,CLOSED,2014-07-08,119-37,11415,METROPOLITAN AVENUE,4192752,409,,05,QNS.,2015-01-21,L2,2015-01-16,2024-05-29
3491060,CLOSED,2014-08-30,805,11213,ST MARKS AVENUE,3341622,308,,63,ELEVR,2015-04-29,A8,2015-04-27,2024-05-29
1499058,CLOSED,2019-01-11,56,10002,PIKE STREET,1003269,103,,1X,MAN.,2019-01-12,I2,2019-01-12,2024-05-29
1434108,CLOSED,2016-09-30,225,10011,WEST 23 STREET,1014148,104,,1Z,EXEC,2016-09-30,A8,2016-09-28,2024-05-29
2283131,CLOSED,2019-06-14,2720,10458,GRAND CONCOURSE,2017135,207,,4B,SEP,2019-07-02,I2,2019-06-25,2024-05-29
2202702,CLOSED,2014-09-05,1779,10460,SOUTHERN BOULEVARD,2115902,203,,53,ERT,2017-12-22,H1,2017-12-22,2024-05-29
3709770,CLOSED,2019-07-02,1199,11213,EASTERN PARKWAY,3037372,308,,58,BOILR,2019-07-03,A8,2019-07-02,2024-05-29
1374795,CLOSED,2014-06-28,301,10010,EAST 21 STREET,1020543,106,,45,MAN.,2014-09-07,C2,2014-09-06,2024-05-29
1375181,CLOSED,2014-07-04,267,10012,LAFAYETTE STREET,1007524,102,,05,MAN.,2014-09-07,I2,2014-09-07,2024-05-29
2201141,CLOSED,2014-07-25,1939,10453,GRAND CONCOURSE,2007683,205,,45,BRONX,2014-09-08,C2,2014-09-06,2024-05-29
3576266,CLOSED,2016-10-01,777,11213,ST MARKS AVENUE,3324476,308,,04,ERT,2016-10-16,I2,2016-10-15,2024-05-29
3694118,CLOSED,2019-04-01,1153,11225,PRESIDENT STREET,3033224,309,,5H,OBM,2019-04-02,I2,2019-04-02,2024-05-29
1503939,CLOSED,2019-03-11,97,10034,SEAMAN AVENUE,1064964,112,,4B,SEP,2019-03-14,I2,2019-03-12,2024-05-29
3694119,CLOSED,2019-04-01,345,11225,LEFFERTS AVENUE,3035100,309,,5H,OBM,2019-04-02,A8,2019-04-02,2024-05-29
3492380,CLOSED,2014-09-12,415,11238,WASHINGTON AVENUE,3056061,302,,5C,BEST,2014-09-16,I2,2014-09-16,2024-05-29
1379847,CLOSED,2014-09-12,220,10011,WEST 24 STREET,1014159,104,,74,MAN.,2014-10-23,I1,2014-10-22,2024-05-29
3687640,CLOSED,2019-02-22,190,11211,SOUTH 8 STREET,3059628,301,,1X,BKLYN,2020-01-11,I2,2020-01-11,2024-05-29
3714963,CLOSED,2019-08-05,369,11238,WASHINGTON AVENUE,3341955,302,,4B,SEP,2019-09-24,I2,2019-09-13,2024-05-29
3492596,CLOSED,2014-09-15,805,11213,ST MARKS AVENUE,3341622,308,,63,ELEVR,2015-04-29,H1,2015-04-27,2024-05-29
2203147,CLOSED,2014-09-17,2922,10458,GRAND CONCOURSE,2017622,207,,58,BOILR,2014-12-04,I2,2014-12-03,2024-05-29
1501032,CLOSED,2019-02-06,223,10011,WEST 23 STREET,1014148,104,,5H,OBM,2019-02-08,I3,2019-02-07,2024-05-29
2274227,CLOSED,2019-01-10,3260,10467,PERRY AVENUE,2018349,207,,6S,ELEVR,2019-03-01,I2,2019-02-28,2024-05-29
3493157,CLOSED,2014-09-19,415,11238,WASHINGTON AVENUE,3056061,302,,05,BKLYN,2014-09-22,H1,2014-09-22,2024-05-29
3493240,CLOSED,2014-09-19,415,11238,WASHINGTON AVENUE,3056061,302,,05,BKLYN,2014-09-22,H1,2014-09-22,2024-05-29
2280016,CLOSED,2019-04-22,2922,10458,GRAND CONCOURSE,2017622,207,,4B,SEP,2020-12-02,C2,2020-11-13,2024-05-29
1434621,CLOSED,2016-10-07,513,10009,EAST 13 STREET,1005262,103,,1L,PLUMB,2016-10-13,H1,2016-10-12,2024-05-29
1499071,CLOSED,2019-01-11,56,10002,PIKE STREET,1003269,103,,4G,MAN.,2019-01-11,Y3,2019-01-10,2024-05-29
3588568,CLOSED,2017-01-17,276,11233,MARION STREET,3041227,303,,05,BKLYN,2017-04-18,I2,2017-04-14,2024-05-29
3588571,CLOSED,2017-01-17,276,11233,MARION STREET,3041227,303,,04,ERT,2017-01-22,C2,2017-01-22,2024-05-29
3588572,CLOSED,2017-01-17,276,11233,MARION STREET,3041227,303,,10,ERT,2017-01-18,I2,2017-01-18,2024-05-29
3588573,CLOSED,2017-01-17,276,11233,MARION STREET,3041227,303,,88,BEST,2017-01-26,C2,2017-01-26,2024-05-29
2274285,CLOSED,2019-01-11,1779,10460,SOUTHERN BOULEVARD,2115902,203,,6S,ELEVR,2019-03-04,H1,2019-03-04,2024-05-29
3493780,CLOSED,2014-09-24,415,11238,WASHINGTON AVENUE,3056061,302,,59,ELCTR,2014-09-26,A8,2014-09-25,2024-05-29
1381132,CLOSED,2014-09-29,513,10009,EAST 13 STREET,1005262,103,,05,MAN.,2014-11-24,I2,2014-11-23,2024-05-29
1434974,CLOSED,2016-10-13,301,10010,EAST 21 STREET,1020543,106,,63,ELEVR,2016-10-18,I2,2016-10-18,2024-05-29
1502053,CLOSED,2019-02-19,301,10010,EAST 21 STREET,1020543,106,,5H,OBM,2019-02-20,I2,2019-02-19,2024-05-29
1381333,CLOSED,2014-10-01,301,10010,EAST 21 STREET,1020543,106,,45,MAN.,2014-11-25,C4,2014-11-24,2024-05-29
1381348,CLOSED,2014-10-01,301,10010,EAST 21 STREET,1020543,106,,63,ELEVR,2014-12-26,I2,2014-12-23,2024-05-29
3696945,CLOSED,2019-04-17,1159,11225,PRESIDENT STREET,3033223,309,,1X,BKLYN,2019-04-17,I2,2019-04-17,2024-05-29
2277390,CLOSED,2019-03-11,1566,10452,MACOMBS ROAD,2008422,204,,1L,PLUMB,2019-04-12,C2,2019-04-11,2024-05-29
3494936,CLOSED,2014-10-07,415,11238,WASHINGTON AVENUE,3056061,302,,05,BKLYN,2014-10-08,I1,2014-10-08,2024-05-29
1508284,CLOSED,2019-04-23,334,10025,WEST 95 STREET,1034185,107,,5H,OBM,2019-04-24,I2,2019-04-24,2024-05-29
4601812,CLOSED,2014-10-08,105-38,11375,63 DRIVE,4432058,406,,4F,SCFLD,2014-10-15,L2,2014-10-15,2024-05-29
3695648,CLOSED,2019-04-10,181,11215,PROSPECT PARK WEST,3026544,306,,4B,SEP,2019-08-21,I2,2019-08-16,2024-05-29
3495238,CLOSED,2014-10-09,415,11238,WASHINGTON AVENUE,3056061,302,,59,ELCTR,2014-10-15,H1,2014-10-15,2024-05-29
3690448,CLOSED,2019-03-12,182,11215,PROSPECT PARK WEST,3026545,306,,5H,OBM,2019-03-12,I2,2019-03-12,2024-05-29
1435566,CLOSED,2016-10-20,301,10010,EAST 21 STREET,1020543,106,,45,MAN.,2016-12-10,C2,2016-12-09,2024-05-29
3578654,CLOSED,2016-10-20,2044,11233,BERGEN STREET,3039108,316,,30,ERT,2016-10-22,C2,2016-10-22,2024-05-29
1381967,CLOSED,2014-10-11,80,10032,ST NICHOLAS PLACE,1061187,109,,05,MAN.,2014-10-26,H1,2014-10-23,2024-05-29
1435646,CLOSED,2016-10-21,301,10010,EAST 21 STREET,1020543,106,,45,MAN.,2016-12-10,C4,2016-12-09,2024-05-29
3578793,CLOSED,2016-10-21,70,11238,CLIFTON PLACE,3329473,302,,05,BKLYN,2017-02-14,I2,2017-02-13,2024-05-29
3695431,CLOSED,2019-04-09,40,11226,LINDEN BOULEVARD,3116708,314,,4B,SEP,2020-02-26,I2,2020-02-19,2024-05-29
3696968,CLOSED,2019-04-17,937,11221,JEFFERSON AVENUE,3039777,303,,1X,BKLYN,2019-04-18,I2,2019-04-18,2024-05-29
1382232,CLOSED,2014-10-15,80,10032,ST NICHOLAS PLACE,1061187,109,,74,MAN.,2014-11-03,H1,2014-11-03,2024-05-29
2234525,CLOSED,2016-10-25,2720,10458,GRAND CONCOURSE,2017135,207,,45,BRONX,2016-11-07,A8,2016-11-03,2024-05-29
1382397,CLOSED,2014-10-18,1274,10029,5 AVENUE,1051595,111,,4A,SPOPS,2015-09-21,I2,2015-09-21,2024-05-29
2277940,CLOSED,2019-03-20,1221,10472,WHITE PLAINS ROAD,2024878,209,,6S,ELEVR,2019-04-10,H1,2019-04-10,2024-05-29
1382419,CLOSED,2014-10-18,80,10032,ST NICHOLAS PLACE,1061187,109,,45,MAN.,2014-10-26,A3,2014-10-23,2024-05-29
1382446,CLOSED,2014-10-18,80,10032,SAINT NICHOLAS PLACE,1061187,109,,86,MAN.,2014-10-26,H1,2014-10-23,2024-05-29
3496053,CLOSED,2014-10-19,345,11225,LEFFERTS AVENUE,3035100,309,,37,ERT,2014-10-21,C2,2014-10-21,2024-05-29
3496119,CLOSED,2014-10-20,805,11213,ST MARKS AVENUE,3341622,308,,63,ELEVR,2015-01-21,C2,2015-01-12,2024-05-29
3694187,CLOSED,2019-04-02,181,11215,PROSPECT PARK WEST,3026544,306,,4B,SEP,2019-08-08,I2,2019-08-02,2024-05-29
1506219,CLOSED,2019-04-03,301,10010,EAST 21 STREET,1020543,106,,59,ELCTR,2019-04-08,I2,2019-04-05,2024-05-29
3496246,CLOSED,2014-10-21,95,11226,LINDEN BOULEVARD,3116662,317,,5A,BKLYN,2014-11-05,A8,2014-10-30,2024-05-29
3496272,CLOSED,2014-10-21,397,11203,EAST 49 STREET,3102099,317,,05,BKLYN,2015-11-20,C2,2015-11-19,2024-05-29
3496304,CLOSED,2014-10-21,805,11213,SAINT MARKS AVENUE,3341622,308,,63,ELEVR,2015-04-29,H1,2015-04-27,2024-05-29
2204416,CLOSED,2014-10-22,1779,10460,SOUTHERN BOULEVARD,2115902,203,,66,PLUMB,2014-11-03,F1,2014-10-24,2024-05-29
2238161,CLOSED,2017-01-18,1939,10453,GRAND CONCOURSE,2007683,205,,58,BOILR,2017-02-03,I2,2017-02-03,2024-05-29
2238162,CLOSED,2017-01-18,1939,10453,GRAND CONCOURSE,2007683,205,,63,ELEVR,2017-02-02,A8,2017-02-01,2024-05-29
1502213,CLOSED,2019-02-20,144,10012,SULLIVAN STREET,1008075,102,,5H,OBM,2019-02-21,I2,2019-02-21,2024-05-29
1380131,CLOSED,2014-09-17,80,10032,ST NICHOLAS PLACE,1061187,109,,05,MAN.,2014-11-18,H1,2014-10-20,2024-05-29
4763723,CLOSED,2019-02-19,37-21,11372,80 STREET,4030008,403,,6M,ELEVR,2019-02-19,A8,2019-02-19,2024-05-29
2274075,CLOSED,2019-01-07,3260,10467,PERRY AVENUE,2018349,207,,6S,ELEVR,2019-03-01,H1,2019-03-01,2024-05-29
2204018,CLOSED,2014-10-13,1120,10460,WYATT STREET,2028350,206,,45,BRONX,2014-10-27,B2,2014-10-21,2024-05-29
2204579,CLOSED,2014-10-27,2143,10462,STARLING AVENUE,2041215,209,,31,ERT,2018-01-25,I2,2018-01-24,2024-05-29
2234813,CLOSED,2016-11-01,3569,10467,DEKALB AVENUE,2017838,207,,73,SPOPS,2016-11-01,A8,2016-10-28,2024-05-29
1383357,CLOSED,2014-11-03,80,10032,ST NICHOLAS PLACE,1061187,109,,1Z,EXEC,2014-11-03,A8,2014-10-31,2024-05-29
2204920,CLOSED,2014-11-05,1566,10452,MACOMBS ROAD,2008422,204,,30,ERT,2014-11-08,L1,2014-11-08,2024-05-29
1383549,CLOSED,2014-11-05,265,10012,LAFAYETTE STREET,1007524,102,,45,MAN.,2014-11-10,A8,2014-11-07,2024-05-29
3684178,CLOSED,2019-01-26,805,11213,ST MARKS AVENUE,3341622,308,,30,BEST,2019-01-28,I2,2019-01-28,2024-05-29
2275087,CLOSED,2019-01-28,2185,10462,BOLTON STREET,2049375,211,,6S,ELEVR,2019-02-28,I2,2019-02-28,2024-05-29
1383585,CLOSED,2014-11-05,512,10031,WEST 136 STREET,1059803,109,,23,SCFLD,2014-11-06,I2,2014-11-05,2024-05-29
3684448,CLOSED,2019-01-28,182,11215,PROSPECT PARK WEST,3026545,306,,66,PLUMB,2019-02-04,I2,2019-02-01,2024-05-29
3684449,CLOSED,2019-01-28,181,11215,PROSPECT PARK WEST,3026544,306,,66,PLUMB,2019-02-04,I2,2019-02-01,2024-05-29
3684452,CLOSED,2019-01-28,185,11215,PROSPECT PARK WEST,3026547,306,,66,PLUMB,2019-02-04,I2,2019-02-01,2024-05-29
4604159,CLOSED,2014-11-06,81-11,11373,45 AVENUE,4038182,404,,63,ELEVR,2015-02-11,I2,2015-02-07,2024-05-29
3674561,CLOSED,2018-11-07,130,11226,MARTENSE STREET,3116896,317,,4B,SEP,2019-01-30,I2,2019-01-17,2024-05-29
1346019,CLOSED,2013-04-01,838,10025,WEST END AVENUE,1056493,107,,45,MAN.,2013-07-25,A8,2013-07-23,2024-05-29
3442346,CLOSED,2013-04-23,937,11221,JEFFERSON AVENUE,3039777,303,,05,BKLYN,2013-09-23,I2,2013-09-18,2024-05-29
3461277,CLOSED,2013-11-05,805,11213,ST MARKS AVENUE,3341622,308,,77,SPOPS,2014-01-31,I2,2014-01-30,2024-05-29
3497885,CLOSED,2014-11-06,805,11213,ST MARKS AVENUE,3341622,308,,63,ELEVR,2015-04-29,H1,2015-04-27,2024-05-29
1500486,CLOSED,2019-01-30,558,10032,WEST 164 STREET,1062935,112,,6S,ELEVR,2019-03-12,H1,2019-03-12,2024-05-29
2275319,CLOSED,2019-02-01,1779,10460,SOUTHERN BOULEVARD,2115902,203,,45,BRONX,2019-02-05,I2,2019-02-04,2024-05-29
1500721,CLOSED,2019-02-02,128,10023,WEST 72 STREET,1079315,107,,66,PLUMB,2019-02-05,I2,2019-02-05,2024-05-29
1500722,CLOSED,2019-02-02,128,10023,WEST 72 STREET,1079315,107,,65,PLUMB,2019-02-05,I2,2019-02-05,2024-05-29
1437031,CLOSED,2016-11-09,321,10010,EAST 22 STREET,1020570,106,,05,MAN.,2016-12-10,C2,2016-12-09,2024-05-29
3581082,CLOSED,2016-11-09,777,11213,SAINT MARKS AVENUE,3324476,308,,45,BKLYN,2016-11-14,I1,2016-11-14,2024-05-29
1500857,CLOSED,2019-02-04,558,10032,WEST 164 STREET,1062935,112,,6S,ELEVR,2019-03-12,H1,2019-03-12,2024-05-29
1500984,CLOSED,2019-02-05,558,10032,WEST 164 STREET,1062935,112,,6S,ELEVR,2019-03-12,H1,2019-03-12,2024-05-29
1501061,CLOSED,2019-02-06,301,10010,EAST 21 STREET,1020543,106,,31,MAN.,2019-03-07,A8,2019-03-06,2024-05-29
2275650,CLOSED,2019-02-07,2526,10467,BRONX PARK EAST,2051276,211,,6S,ELEVR,2019-02-08,A8,2019-02-08,2024-05-29
1501319,CLOSED,2019-02-09,301,10010,EAST 21 STREET,1020543,106,,23,SCFLD,2019-02-13,I2,2019-02-13,2024-05-29
1501322,CLOSED,2019-02-09,301,10010,EAST 21 STREET,1020543,106,,59,ELCTR,2019-03-01,L2,2019-03-01,2024-05-29
3686120,CLOSED,2019-02-10,288,11205,CLINTON AVENUE,3339645,302,,04,ERT,2019-02-11,I2,2019-02-11,2024-05-29
3686168,CLOSED,2019-02-11,433,11217,DEAN STREET,3018397,306,,45,BKLYN,2019-04-06,C2,2019-04-05,2024-05-29
1501697,CLOSED,2019-02-13,301,10010,EAST 21 STREET,1020543,106,,23,SCFLD,2019-02-14,I2,2019-02-14,2024-05-29
1501707,CLOSED,2019-02-13,558,10032,WEST 164 STREET,1062935,112,,6S,ELEVR,2019-03-12,H1,2019-03-12,2024-05-29
2276068,CLOSED,2019-02-14,2664,10458,GRAND CONCOURSE,2017132,207,,73,BEST,2019-02-14,A1,2018-12-06,2024-05-29
1501832,CLOSED,2019-02-14,301,10010,EAST 21 STREET,1020543,106,,23,SCFLD,2019-02-19,I2,2019-02-19,2024-05-29
2186911,CLOSED,2013-06-28,940,10451,GRAND CONCOURSE,2002814,204,,63,ELEVR,2013-12-03,H1,2013-12-03,2024-05-29
3686798,CLOSED,2019-02-15,224,11211,SOUTH 3 STREET,3063299,301,,45,BKLYN,2019-03-25,I2,2019-03-22,2024-05-29
2276136,CLOSED,2019-02-16,2922,10458,GRAND CONCOURSE,2017622,207,,30,ERT,2019-02-16,I2,2019-02-16,2024-05-29
1502203,CLOSED,2019-02-20,301,10010,EAST 21 STREET,1020543,106,,23,SCFLD,2019-02-21,I2,2019-02-21,2024-05-29
1502345,CLOSED,2019-02-21,301,10010,EAST 21 STREET,1020543,106,,23,SCFLD,2019-02-28,I2,2019-02-28,2024-05-29
1502503,CLOSED,2019-02-22,558,10032,WEST 164 STREET,1062935,112,,6S,ELEVR,2019-03-12,H1,2019-03-12,2024-05-29
4679508,CLOSED,2017-01-20,119-37,11415,METROPOLITAN AVENUE,4192752,409,,05,QNS.,2017-01-24,C2,2017-01-24,2024-05-29
2273142,CLOSED,2018-12-14,2526,10467,BRONX PARK EAST,2051276,211,,6S,ELEVR,2019-01-29,H1,2019-01-29,2024-05-29
1501703,CLOSED,2019-02-13,301,10010,EAST 21 STREET,1020543,106,,59,ELCTR,2019-02-27,I2,2019-02-27,2024-05-29
2276731,CLOSED,2019-02-27,2664,10458,GRAND CONCOURSE,2017132,207,,03,ERT,2019-02-28,I2,2019-02-28,2024-05-29
1502926,CLOSED,2019-02-28,225,10011,WEST 23 STREET,1014148,104,,03,ERT,2019-02-28,I2,2019-02-28,2024-05-29
3688587,CLOSED,2019-02-28,805,11213,ST MARKS AVENUE,3341622,308,,09,BKLYN,2019-06-22,I2,2019-06-22,2024-05-29
2276772,CLOSED,2019-02-28,2664,10458,GRAND CONCOURSE,2017132,207,,4B,SEP,2019-03-13,I2,2019-03-01,2024-05-29
1503005,CLOSED,2019-02-28,144,10012,SULLIVAN STREET,1008075,102,,09,MAN.,2019-05-14,I2,2019-05-13,2024-05-29
3689284,CLOSED,2019-03-04,805,11213,ST MARKS AVENUE,3341622,308,,10,SCFLD,2019-03-05,A8,2019-03-05,2024-05-29
1503380,CLOSED,2019-03-05,558,10032,WEST 164 STREET,1062935,112,,6S,ELEVR,2019-03-12,H1,2019-03-12,2024-05-29
2274503,CLOSED,2019-01-16,1223,10472,WHITE PLAINS ROAD,2024878,209,,6M,ELEVR,2019-03-05,A8,2019-03-05,2024-05-29
1503404,CLOSED,2019-03-05,558,10032,WEST 164 STREET,1062935,112,,6S,ELEVR,2019-03-12,A8,2019-03-12,2024-05-29
1503405,CLOSED,2019-03-05,301,10010,EAST 21 STREET,1020543,106,,23,SCFLD,2019-03-11,I2,2019-03-11,2024-05-29
3581673,CLOSED,2016-11-15,805,11213,ST MARK'S AVENUE,3341622,308,,63,ELEVR,2016-12-15,H1,2016-12-15,2024-05-29
2186989,CLOSED,2013-07-01,2183,10453,GRAND CONCOURSE,2013760,205,,49,SPOPS,2013-07-01,I2,2013-06-26,2024-05-29
1437435,CLOSED,2016-11-15,321,10010,EAST 22 STREET,1020570,106,,2G,SPOPS,2016-12-07,F6,2016-12-07,2024-05-29
1437456,CLOSED,2016-11-16,301,10010,EAST 21 STREET,1020543,106,,37,ERT,2016-11-16,I2,2016-11-16,2024-05-29
3581780,CLOSED,2016-11-16,805,11213,SAINT MARKS AVENUE,3341622,308,,63,ELEVR,2016-12-15,I2,2016-12-13,2024-05-29
2277184,CLOSED,2019-03-07,2664,10458,GRAND CONCOURSE,2017132,207,,05,BRONX,2019-03-15,C2,2019-03-14,2024-05-29
3689821,CLOSED,2019-03-07,415,11238,WASHINGTON AVENUE,3056061,302,,59,ELCTR,2019-03-12,I2,2019-03-11,2024-05-29
1382799,CLOSED,2014-10-24,301,10010,EAST 21 STREET,1020543,106,,1Z,EXEC,2014-11-12,A8,2014-11-12,2024-05-29
1441741,CLOSED,2017-01-23,326,10014,BLEEKER STREET,1010044,102,,73,MAN.,2017-01-26,A8,2017-01-25,2024-05-29
1498744,CLOSED,2019-01-08,215,10028,EAST 86 STREET,1048790,108,,53,MAN.,2019-06-01,I2,2019-06-01,2024-05-29
1503946,CLOSED,2019-03-11,558,10032,WEST 164 STREET,1062935,112,,23,SCFLD,2019-03-13,A8,2019-03-13,2024-05-29
2277473,CLOSED,2019-03-12,3260,10467,PERRY AVENUE,2018349,207,,6S,ELEVR,2019-04-29,H1,2019-04-29,2024-05-29
1504121,CLOSED,2019-03-13,558,10032,WEST 164 STREET,1062935,112,,6S,ELEVR,2019-03-25,I2,2019-03-23,2024-05-29
1383544,CLOSED,2014-11-05,80,10032,ST NICHOLAS PLACE,1061187,109,,86,MAN.,2014-11-24,C2,2014-11-22,2024-05-29
1504594,CLOSED,2019-03-18,301,10010,EAST 21 STREET,1020543,106,,6M,ELEVR,2019-05-01,I2,2019-05-01,2024-05-29
3691477,CLOSED,2019-03-18,288,11205,CLINTON AVENUE,3339645,302,,09,BKLYN,2019-05-14,I2,2019-05-07,2024-05-29
1437794,CLOSED,2016-11-19,301,10010,EAST 21 STREET,1020543,106,,2G,SPOPS,2017-06-09,I2,2017-06-08,2024-05-29
1504892,CLOSED,2019-03-20,301,10010,EAST 21 STREET,1020543,106,,23,SCFLD,2019-03-25,I2,2019-03-23,2024-05-29
3692136,CLOSED,2019-03-21,805,11213,SAINT MARKS AVENUE,3341622,308,,10,ERT,2019-03-21,I2,2019-03-21,2024-05-29
1504977,CLOSED,2019-03-21,225,10011,WEST 23 STREET,1014148,104,,91,ERT,2019-03-22,I2,2019-03-22,2024-05-29
2278037,CLOSED,2019-03-21,1221,10472,WHITE PLAINS ROAD,2024878,209,,6S,ELEVR,2019-04-10,A8,2019-04-06,2024-05-29
2278038,CLOSED,2019-03-21,1505,10452,GRAND CONCOURSE,2008010,204,,73,BRONX,2019-03-22,F8,2019-03-22,2024-05-29
1441929,CLOSED,2017-01-25,129,10002,ORCHARD STREET,1079077,103,,05,MAN.,2017-03-06,I2,2017-03-03,2024-05-29
2204725,CLOSED,2014-10-30,960,10451,GRAND CONCOURSE,2002815,204,,2G,SPOPS,2014-11-21,I2,2014-11-21,2024-05-29
2204616,CLOSED,2014-10-28,1939,10453,GRAND CONCOURSE,2007683,205,,45,BRONX,2014-11-21,I2,2014-11-19,2024-05-29
2235843,CLOSED,2016-11-27,1223,10472,WHITE PLAINS ROAD,2024878,209,,63,ELEVR,2016-12-01,A8,2016-11-30,2024-05-29
1384750,CLOSED,2014-11-22,301,10010,EAST 21 STREET,1020543,106,,4A,SPOPS,2015-01-19,I2,2015-01-19,2024-05-29
3693062,CLOSED,2019-03-26,190,11211,SOUTH 8 STREET,3059628,301,,30,ERT,2019-03-26,I2,2019-03-26,2024-05-29
1505450,CLOSED,2019-03-27,558,10032,WEST 164 STREET,1062935,112,,6S,ELEVR,2019-05-06,H1,2019-05-06,2024-05-29
3493287,CLOSED,2014-09-20,415,11238,WASHINGTON AVENUE,3056061,302,,05,BKLYN,2014-11-25,I2,2014-11-22,2024-05-29
1438409,CLOSED,2016-11-30,301,10010,EAST 21 STREET,1020543,106,,09,MAN.,2016-12-28,I2,2016-12-27,2024-05-29
1438451,CLOSED,2016-11-30,326,10014,BLEECKER STREET,1010044,102,,83,MAN.,2016-12-17,I2,2016-12-08,2024-05-29
1438452,CLOSED,2016-12-01,326,10014,BLEECKER STREET,1010044,102,,92,SPOPS,2017-01-10,I2,2016-12-28,2024-05-29
4768618,CLOSED,2019-03-30,81-06,11372,34 AVENUE,4029194,403,,6S,ELEVR,2019-05-23,A8,2019-05-22,2024-05-29
2205719,CLOSED,2014-11-28,2830,10468,SEDGEWICK AVENUE,2015396,208,,63,ELEVR,2015-05-26,H1,2015-05-19,2024-05-29
2278649,CLOSED,2019-04-01,1110,10460,WYATT STREET,2028349,206,,6S,ELEVR,2019-05-23,A8,2019-05-23,2024-05-29
3478949,CLOSED,2014-05-14,95,11226,LINDEN BOULEVARD,3116662,317,,63,ELEVR,2014-12-01,H1,2014-12-01,2024-05-29
2205817,CLOSED,2014-12-02,1235,10452,GRAND CONCOURSE,2002849,204,,45,BRONX,2014-12-18,I2,2014-12-18,2024-05-29
4606409,CLOSED,2014-12-03,34-43,11358,FRANCIS LEWIS BOULEVARD,4135129,411,,73,QNS.,2014-12-12,A8,2014-12-11,2024-05-29
4606410,CLOSED,2014-12-03,34-45,11358,FRANCIS LEWIS BOULEVARD,4135129,411,,73,ERT,2018-08-10,I2,2018-08-10,2024-05-29
2278906,CLOSED,2019-04-05,2664,10458,GRAND CONCOURSE,2017132,207,,31,BRONX,2019-04-05,H1,2019-04-05,2024-05-29
2278939,CLOSED,2019-04-05,2185,10462,BOLTON STREET,2049375,211,,74,BRONX,2019-12-07,C2,2019-12-07,2024-05-29
3583969,CLOSED,2016-12-05,95,11226,LINDEN BOULEVARD,3116662,317,,63,ELEVR,2016-12-20,A8,2016-12-19,2024-05-29
2278950,CLOSED,2019-04-06,3260,10467,PERRY AVENUE,2018349,207,,6S,ELEVR,2019-04-29,H1,2019-04-29,2024-05-29
2278952,CLOSED,2019-04-06,3260,10467,PERRY AVENUE,2018349,207,,6S,ELEVR,2019-04-29,A8,2019-04-27,2024-05-29
3694994,CLOSED,2019-04-08,38,11226,LINDEN BOULEVARD,3116708,314,,5H,OBM,2019-04-09,I2,2019-04-08,2024-05-29
1438771,CLOSED,2016-12-06,326,10014,BLEEKER STREET,1010044,102,,05,MAN.,2018-10-23,L2,2018-10-23,2024-05-29
2195974,CLOSED,2014-03-16,2720,10458,GRAND CONCOURSE,2017135,207,,58,BOILR,2014-12-04,I2,2014-12-03,2024-05-29
1385510,CLOSED,2014-12-05,80,10032,ST NICHOLAS PLACE,1061187,109,,1Z,EXEC,2014-12-05,A8,2014-10-31,2024-05-29
1506955,CLOSED,2019-04-10,558,10032,WEST 164 STREET,1062935,112,,6S,ELEVR,2019-05-06,H1,2019-05-06,2024-05-29
1385706,CLOSED,2014-12-09,220,10011,WEST 24 STREET,1014159,104,,04,ERT,2014-12-14,I2,2014-12-13,2024-05-29
3696229,CLOSED,2019-04-12,2044,11233,BERGEN STREET,3039108,316,,30,ERT,2019-04-13,A8,2019-04-13,2024-05-29
3696354,CLOSED,2019-04-15,175,11225,HAWTHORNE STREET,3115582,309,,6S,ELEVR,2019-06-07,H1,2019-06-07,2024-05-29
