bin,violationissuedate,violationnumber,violationtype,violationremarks,violationstatus,devicenumber,devicetype,cycleenddate,borough,block,lot,housenumber,street,city,state,zip,bbl,postcode,latitude,longitude,communityboard,councildistrict,censustract2020,neighborhoodtabulationareanta2020
2044129,2009-01-01,010109LL629106972,LL6291,,Active,20000014034Y0001,Boiler,2008-12-31,Bronx,4077,34,1487,WILLIAMSBRIDGE ROAD,New York,New York,,2040770034,10461,40.844072,-73.845852,210,18,200,Westchester Square
2016127,2015-10-01,100115LBLVIO03744,LBLVIO,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2014 INSPECTION REPORT,Dismissed,20000030802Y0001,Boiler,2014-12-31,Bronx,3266,90,3044,ALBANY CRESCENT,New York,New York,,2032660090,10463,40.877233,-73.90365,208,14,277,Kingsbridge Heights-Van Cortlandt Village
2007907,2003-03-21,032103LL108101551,LL1081,,Active,2P1752,Elevator,2002-12-31,Bronx,2827,46,1895,MORRIS AVENUE,New York,New York,,2028270046,10453,40.849458,-73.9081,205,14,23301,Mount Hope
3096699,2015-03-03,030315LBLVIO11557,LBLVIO,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2013 INSPECTION REPORT,Active,30000060573Y0001,Boiler,2013-12-31,Brooklyn,4303,12,696,MILLER AVENUE,New York,New York,,3043030012,11207,40.663122,-73.88864,305,42,1122,East New York-New Lots
2083557,2006-01-06,010606LL629106858,LL6291,,Active,20000015557Y0001,Boiler,2005-12-31,Bronx,5754,90,225,WEST 232 STREET,New York,New York,,2057540090,10463,40.880352,-73.904318,208,11,287,Kingsbridge-Marble Hill
2028350,2017-01-03,010317ACC105052,ACC1,,Active,2P1444,Elevator,2015-12-31,Bronx,3906,10,1120,WYATT STREET,New York,New York,,2039060010,10460,40.839227,-73.877081,206,15,60,West Farms
2016127,2023-11-14,VIO-FTC-BE-EXT-202212-0000459,FTC-BE-EXT-LP,Violation Issued-Failure To File 2022 External Inspection Affirmation of Correction for LP Device,Active,20000030802Y0001,Boiler,2022-12-31,Bronx,3266,90,3044,ALBANY CRESCENT,New York,New York,,2032660090,10463,40.877233,-73.90365,208,14,277,Kingsbridge Heights-Van Cortlandt Village
2024878,2023-10-02,VIO-FTC-VT-PER-202212-0016172,FTC-VT-PER-CO,Violation Issued-Failure To File 2022 Periodic Inspection Affirmation of Correction,Active,2P787,Elevator,2022-12-31,Bronx,3767,82,1215,WHITE PLAINS ROAD,New York,New York,,2037670082,10472,40.831107,-73.861901,209,18,72,Castle Hill-Unionport
2017622,2004-11-19,111904LL108101829,LL1081,,Active,2P533,Elevator,2004-12-31,Bronx,3320,60,2922,GRAND CONCOURSE,New York,New York,,2033200060,10458,40.871519,-73.888627,207,14,40702,Bedford Park
2015396,2019-09-06,090619ACC103876,ACC1,,Active,2P911,Elevator,2017-12-31,Bronx,3250,5,2830,SEDGWICK AVENUE,New York,New York,,2032500005,10468,40.873035,-73.901953,208,14,26702,Kingsbridge Heights-Van Cortlandt Village
2002814,2023-10-23,VIO-FTC-VT-CAT1-201912-0004246,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2019 Cat1 Test Affirmation of Correction,Active,2P633,Elevator,2019-12-31,Bronx,2461,45,940,GRAND CONCOURSE,New York,New York,,2024610045,10451,40.828783,-73.921617,204,16,18301,Concourse-Concourse Village
1062935,2023-11-14,VIO-FTC-BE-EXT-201812-0004595,FTC-BE-EXT-LP,Violation Issued-Failure To File 2018 External Inspection Affirmation of Correction for LP Device,Active,10000013224Y0001,Boiler,2018-12-31,Manhattan,2122,105,558,WEST 164 STREET,New York,New York,,1021220105,10032,40.838014,-73.940731,112,10,245,Washington Heights (South)
2002849,2001-03-08,030801LL108101627,LL1081,,Active,2P1213,Elevator,2000-12-31,Bronx,2464,23,1235,GRAND CONCOURSE,New York,New York,,2024640023,10452,40.835466,-73.916785,204,16,197,Concourse-Concourse Village
2007907,2017-01-03,010317ACC103282,ACC1,,Active,2P1752,Elevator,2015-12-31,Bronx,2827,46,1895,MORRIS AVENUE,New York,New York,,2028270046,10453,40.849458,-73.9081,205,14,23301,Mount Hope
1062472,2002-03-26,032602LL629108477,LL6291,,Active,10000009530Y0001,Boiler,2001-12-31,Manhattan,2099,49,630,WEST 153 STREET,New York,New York,,1020990049,10031,40.831914,-73.947852,109,7,237,Hamilton Heights-Sugar Hill
1056493,2019-09-06,090619ACC103216,ACC1,,Active,1P9254,Elevator,2017-12-31,Manhattan,1872,61,832,WEST END AVENUE,New York,New York,,1018720061,10025,40.798239,-73.971019,107,7,187,Upper West Side-Manhattan Valley
2024878,2021-12-17,121721EVCAT500569,EVCAT5,,Active,2P785,Elevator,2018-07-31,Bronx,3767,82,1215,WHITE PLAINS ROAD,New York,New York,,2037670082,10472,40.831107,-73.861901,209,18,72,Castle Hill-Unionport
2041215,2023-10-23,VIO-FTC-VT-CAT1-202012-0007948,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2020 Cat1 Test Affirmation of Correction,Active,2P905,Elevator,2020-12-31,Bronx,3947,1,2131,STARLING AVENUE,New York,New York,,2039470001,10462,40.836175,-73.854048,209,18,222,Parkchester
3039108,2019-11-08,110819LBLVIO07131,LBLVIO,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2017 INSPECTION REPORT,Active,30000062428Y0001,Boiler,2017-12-31,Brooklyn,1454,22,2044,BERGEN STREET,New York,New York,,3014540022,11233,40.674056,-73.912664,316,41,36501,Ocean Hill
2007683,2023-11-14,VIO-FTC-BE-EXT-202112-0001938,FTC-BE-EXT-LP,Violation Issued-Failure To File 2021 External Inspection Affirmation of Correction for LP Device,Active,20000006900Y0001,Boiler,2021-12-31,Bronx,2808,12,1939,GRAND CONCOURSE,New York,New York,,2028080012,10453,40.850427,-73.905229,205,14,23501,Mount Hope
2013743,2023-11-14,VIO-FTC-BE-EXT-202212-0001853,FTC-BE-EXT-LP,Violation Issued-Failure To File 2022 External Inspection Affirmation of Correction for LP Device,Active,20000009299Y0001,Boiler,2022-12-31,Bronx,3160,24,2065,GRAND CONCOURSE,New York,New York,,2031600024,10453,40.85297,-73.903175,205,14,23501,Mount Hope
2028350,2019-09-06,090619ACC104047,ACC1,,Active,2P1444,Elevator,2017-12-31,Bronx,3906,10,1120,WYATT STREET,New York,New York,,2039060010,10460,40.839227,-73.877081,206,15,60,West Farms
1050029,1993-03-18,031893LL629113231,LL6291,,Active,,Boiler,1992-12-31,Manhattan,1549,17,337,EAST 86 STREET,New York,New York,,1015490017,10028,40.777344,-73.950458,108,5,14602,Upper East Side-Yorkville
1047584,2023-06-20,062023LBLVIO05388,LBLVIO,VIOLATION ISSUED-FAILURE TO FILE 2018 EXTERNAL LOW PRESSURE INSPECTION,Active,10000035707N0001,Boiler,2018-12-31,Manhattan,1510,52,1205,LEXINGTON AVENUE,New York,New York,,1015100052,10028,40.776685,-73.957622,108,4,140,Upper East Side-Carnegie Hill
2017622,2019-09-06,090619ACC103955,ACC1,,Active,2P533,Elevator,2017-12-31,Bronx,3320,60,2922,GRAND CONCOURSE,New York,New York,,2033200060,10458,40.871519,-73.888627,207,14,40702,Bedford Park
2002822,2006-01-06,010606LL629106882,LL6291,,Active,20000016137Y0001,Boiler,2005-12-31,Bronx,2461,90,1000,GRAND CONCOURSE,New York,New York,,2024610090,10451,40.82979,-73.921074,204,16,18301,Concourse-Concourse Village
2017135,2023-10-23,VIO-FTC-VT-CAT1-202212-0001970,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2022 Cat1 Test Affirmation of Correction,Active,2P1142,Elevator,2022-12-31,Bronx,3304,35,2720,GRAND CONCOURSE,New York,New York,,2033040035,10458,40.867585,-73.893215,207,15,40302,Bedford Park
1047584,2001-02-27,022701LL629104561,LL6291,,Active,10000035707N0001,Boiler,2000-12-31,Manhattan,1510,52,1205,LEXINGTON AVENUE,New York,New York,,1015100052,10028,40.776685,-73.957622,108,4,140,Upper East Side-Carnegie Hill
2025816,2014-05-15,051514LBLVIO08205,LBLVIO,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2012 INSPECTION REPORT,Dismissed,20000033532Y0001,Boiler,2012-12-31,Bronx,3792,37,1990,GLEASON AVENUE,New York,New York,,2037920037,10472,40.830992,-73.857915,209,18,72,Castle Hill-Unionport
2003025,2000-02-07,020700LL629109445,LL6291,,Active,20000924417Y0001,Boiler,1999-12-31,Bronx,2496,46,1184,CROMWELL AVENUE,New York,New York,,2024960046,10452,40.835492,-73.922639,204,16,197,Concourse-Concourse Village
2041215,2023-10-23,VIO-FTC-VT-CAT1-202012-0004946,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2020 Cat1 Test Affirmation of Correction,Active,2P931,Elevator,2020-12-31,Bronx,3947,1,2131,STARLING AVENUE,New York,New York,,2039470001,10462,40.836175,-73.854048,209,18,222,Parkchester
1061760,2023-11-14,VIO-FTC-BE-EXT-202012-0005579,FTC-BE-EXT-LP,Violation Issued-Failure To File 2020 External Inspection Affirmation of Correction for LP Device,Active,10000008528Y0001,Boiler,2020-12-31,Manhattan,2072,8,559,WEST 140 STREET,New York,New York,,1020720008,10031,40.822869,-73.951794,109,7,225,Hamilton Heights-Sugar Hill
2024878,2023-10-23,VIO-FTC-VT-CAT1-202112-0008798,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2021 Cat1 Test Affirmation of Correction,Active,2P787,Elevator,2021-12-31,Bronx,3767,82,1215,WHITE PLAINS ROAD,New York,New York,,2037670082,10472,40.831107,-73.861901,209,18,72,Castle Hill-Unionport
1060906,2016-11-14,111416ACC104758,ACC1,,Dismissed,1P10083,Elevator,2014-12-31,Manhattan,2048,16,91,EDGECOMBE AVENUE,New York,New York,,1020480016,10030,40.819474,-73.946193,110,9,22102,Harlem (North)
3041227,2007-01-19,011907LL629120318,LL6291,,Active,30000939466Y0001,Boiler,2006-12-31,Brooklyn,1519,16,276,MARION STREET,New York,New York,,3015190016,11233,40.680894,-73.918554,303,41,379,Bedford-Stuyvesant (East)
2014941,2023-11-14,VIO-FTC-BE-EXT-202012-0001802,FTC-BE-EXT-LP,Violation Issued-Failure To File 2020 External Inspection Affirmation of Correction for LP Device,Active,20000166190Y0001,Boiler,2020-12-31,Bronx,3225,94,2300,LORING PLACE,New York,New York,,2032250094,10468,40.861675,-73.908416,207,14,255,University Heights (North)-Fordham
4135129,2023-06-20,062023LBLVIO42039,LBLVIO,VIOLATION ISSUED-FAILURE TO FILE 2019 EXTERNAL LOW PRESSURE INSPECTION,Active,40000161671N0002,Boiler,2019-12-31,Queens,6077,51,34-43,FRANCIS LEWIS BOULEVARD,New York,New York,,4060770051,11358,40.765568,-73.789208,411,19,1099,Auburndale
2002822,2010-10-08,100810VCAT102648,VCAT1,,Active,2P1638,Elevator,2009-12-31,Bronx,2461,90,1000,GRAND CONCOURSE,New York,New York,,2024610090,10451,40.82979,-73.921074,204,16,18301,Concourse-Concourse Village
2002815,2018-01-26,012618ACC104442,ACC1,,Active,2P591,Elevator,2016-12-31,Bronx,2461,58,960,GRAND CONCOURSE,New York,New York,,2024610058,10451,40.829305,-73.921346,204,16,18301,Concourse-Concourse Village
1010042,2023-06-20,062023LBLVIO15381,LBLVIO,VIOLATION ISSUED-FAILURE TO FILE 2018 EXTERNAL LOW PRESSURE INSPECTION,Dismissed,10000076905Y0001,Boiler,2018-12-31,Manhattan,588,59,94,CHRISTOPHER STREET,New York,New York,,1005880059,10014,40.733337,-74.004579,102,3,73,West Village
1048790,2001-02-27,022701LL629104663,LL6291,,Active,10000815303N0001,Boiler,2000-12-31,Manhattan,1532,9,215,EAST 86 STREET,New York,New York,,1015320009,10028,40.778567,-73.953364,108,5,14602,Upper East Side-Yorkville
2002822,2004-04-21,042104LL108101797,LL1081,,Active,2P1637,Elevator,2003-12-31,Bronx,2461,90,1000,GRAND CONCOURSE,New York,New York,,2024610090,10451,40.82979,-73.921074,204,16,18301,Concourse-Concourse Village
2008422,2014-05-15,051514LBLVIO08037,LBLVIO,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2012 INSPECTION REPORT,Active,20000002793Y0001,Boiler,2012-12-31,Bronx,2865,32,1566,MACOMBS ROAD,New York,New York,,2028650032,10452,40.844456,-73.917508,204,16,209,Mount Eden-Claremont (West)
2024878,2023-10-23,VIO-FTC-VT-CAT1-202012-0003909,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2020 Cat1 Test Affirmation of Correction,Active,2P786,Elevator,2020-12-31,Bronx,3767,82,1215,WHITE PLAINS ROAD,New York,New York,,2037670082,10472,40.831107,-73.861901,209,18,72,Castle Hill-Unionport
1047584,2003-03-19,031903LL629104457,LL6291,,Active,10000035707N0001,Boiler,2002-12-31,Manhattan,1510,52,1205,LEXINGTON AVENUE,New York,New York,,1015100052,10028,40.776685,-73.957622,108,4,140,Upper East Side-Carnegie Hill
3078694,1999-03-16,031699LL629119668,LL6291,,Active,30000058291Y0001,Boiler,1998-12-31,Brooklyn,3406,57,1229,HALSEY STREET,New York,New York,,3034060057,11237,40.693356,-73.907745,304,37,437,Bushwick (East)
1004255,1997-02-10,021097LL629100811,LL6291,,Dismissed,10000913006Y0001,Boiler,1995-12-31,Manhattan,350,35,158,STANTON STREET,New York,New York,,1003500035,10002,40.720408,-73.985021,103,2,3001,Lower East Side
1060906,1995-08-29,082995LL629102281,LL6291,,Dismissed,10000031438Y0001,Boiler,1994-12-31,Manhattan,2048,16,91,EDGECOMBE AVENUE,New York,New York,,1020480016,10030,40.819474,-73.946193,110,9,22102,Harlem (North)
1060908,2023-10-23,VIO-FTC-VT-CAT1-202112-0009035,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2021 Cat1 Test Affirmation of Correction,Active,1P15970,Elevator,2021-12-31,Manhattan,2048,25,105,EDGECOMBE AVENUE,New York,New York,,1020480025,10030,40.819948,-73.945849,110,9,22102,Harlem (North)
1047584,2023-04-25,042523HBLVIO01186,HBLVIO,VIOLATION ISSUED - FAILURE TO FILE 2022 EXTERNAL HIGH PRESSURE BOILER INSPECTION,Active,10000053198N0001,Boiler,2022-12-31,Manhattan,1510,52,1205,LEXINGTON AVENUE,New York,New York,,1015100052,10028,40.776685,-73.957622,108,4,140,Upper East Side-Carnegie Hill
2014941,2023-11-14,VIO-FTC-BE-EXT-201812-0001706,FTC-BE-EXT-LP,Violation Issued-Failure To File 2018 External Inspection Affirmation of Correction for LP Device,Active,20000166190Y0001,Boiler,2018-12-31,Bronx,3225,94,2300,LORING PLACE,New York,New York,,2032250094,10468,40.861675,-73.908416,207,14,255,University Heights (North)-Fordham
2017135,2018-01-26,012618ACC104784,ACC1,,Active,2P1141,Elevator,2016-12-31,Bronx,3304,35,2720,GRAND CONCOURSE,New York,New York,,2033040035,10458,40.867585,-73.893215,207,15,40302,Bedford Park
3037905,2023-11-14,VIO-FTC-BE-EXT-201812-0004012,FTC-BE-EXT-LP,Violation Issued-Failure To File 2018 External Inspection Affirmation of Correction for LP Device,Active,30000065471Y0001,Boiler,2018-12-31,Brooklyn,1407,41,1616,PRESIDENT STREET,New York,New York,,3014070041,11213,40.667186,-73.934586,309,35,35302,Crown Heights (South)
2041215,2023-10-23,VIO-FTC-VT-CAT1-202112-0006758,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2021 Cat1 Test Affirmation of Correction,Active,2P905,Elevator,2021-12-31,Bronx,3947,1,2131,STARLING AVENUE,New York,New York,,2039470001,10462,40.836175,-73.854048,209,18,222,Parkchester
2051276,2023-10-23,VIO-FTC-VT-CAT1-202112-0001913,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2021 Cat1 Test Affirmation of Correction,Active,2P640,Elevator,2021-12-31,Bronx,4427,17,2526,BRONX PARK EAST,New York,New York,,2044270017,10467,40.863773,-73.870401,211,15,33202,Allerton
2018349,2023-08-11,VIO-FTF-VT-CAT1-201812-0000308,FTF-VT-CAT1-CO,Violation Issued-Failure To File 2018 Cat1 Test Report,Active,2P675,Elevator,2018-12-31,Bronx,3347,10,3260,PERRY AVENUE,New York,New York,,2033470010,10467,40.876018,-73.876091,207,11,42902,Norwood
2028350,2023-10-23,VIO-FTC-VT-CAT1-202112-0004467,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2021 Cat1 Test Affirmation of Correction,Active,2P1444,Elevator,2021-12-31,Bronx,3906,10,1120,WYATT STREET,New York,New York,,2039060010,10460,40.839227,-73.877081,206,15,60,West Farms
1062935,2023-10-23,VIO-FTC-VT-CAT1-201912-0007541,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2019 Cat1 Test Affirmation of Correction,Active,1P10293,Elevator,2019-12-31,Manhattan,2122,105,558,WEST 164 STREET,New York,New York,,1021220105,10032,40.838014,-73.940731,112,10,245,Washington Heights (South)
1062472,2002-02-19,021902LL108101698,LL1081,,Active,1P12493,Elevator,2001-12-31,Manhattan,2099,49,630,WEST 153 STREET,New York,New York,,1020990049,10031,40.831914,-73.947852,109,7,237,Hamilton Heights-Sugar Hill
2015396,2023-10-23,VIO-FTC-VT-CAT1-202112-0007889,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2021 Cat1 Test Affirmation of Correction,Active,2P911,Elevator,2021-12-31,Bronx,3250,5,2830,SEDGWICK AVENUE,New York,New York,,2032500005,10468,40.873035,-73.901953,208,14,26702,Kingsbridge Heights-Van Cortlandt Village
1030892,2002-03-26,032602LL629103523,LL6291,,Active,10000016044Y0001,Boiler,2001-12-31,Manhattan,1169,40,214,WEST 78 STREET,New York,New York,,1011690040,10024,40.782702,-73.979403,107,6,163,Upper West Side (Central)
1060050,2023-04-25,042523LBLVIO04128,LBLVIO,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2022 INSPECTION REPORT,Active,10000065449Y0001,Boiler,2022-12-31,Manhattan,2007,59,142,WEST 139 STREET,New York,New York,,1020070059,10030,40.817591,-73.941248,110,9,230,Harlem (North)
2049375,1994-06-09,060994LL629104090,LL6291,,Active,20000923598Y0001,Boiler,1993-12-31,Bronx,4317,40,2185,BOLTON STREET,New York,New York,,2043170040,10462,40.8559,-73.868667,211,13,22401,Pelham Parkway-Van Nest
3055600,2023-06-30,063023LBLVIO08886,LBLVIO,VIOLATION ISSUED-FAILURE TO FILE 2020 EXTERNAL LOW PRESSURE INSPECTION,Dismissed,30000163893Y0001,Boiler,2020-12-31,Brooklyn,1948,53,69,CLIFTON PLACE,New York,New York,,3019480053,11238,40.687982,-73.961375,302,35,231,Clinton Hill
2024878,2001-02-27,022701LL629111061,LL6291,,Active,20000013659Y0001,Boiler,2000-12-31,Bronx,3767,82,1215,WHITE PLAINS ROAD,New York,New York,,2037670082,10472,40.831107,-73.861901,209,18,72,Castle Hill-Unionport
1048791,1997-02-10,021097LL629106622,LL6291,,Active,10000007391Y0001,Boiler,1995-12-31,Manhattan,1532,10,217,EAST 86 STREET,New York,New York,,1015320010,10028,40.778547,-73.95331,108,5,14602,Upper East Side-Yorkville
1047584,1995-08-29,082995LL629102437,LL6291,,Active,10000035707N0001,Boiler,1994-12-31,Manhattan,1510,52,1205,LEXINGTON AVENUE,New York,New York,,1015100052,10028,40.776685,-73.957622,108,4,140,Upper East Side-Carnegie Hill
2083557,2014-05-15,051514LBLVIO06769,LBLVIO,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2012 INSPECTION REPORT,Active,20000015557Y0001,Boiler,2012-12-31,Bronx,5754,90,225,WEST 232 STREET,New York,New York,,2057540090,10463,40.880352,-73.904318,208,11,287,Kingsbridge-Marble Hill
2016127,2023-11-14,VIO-FTC-BE-EXT-202112-0000430,FTC-BE-EXT-LP,Violation Issued-Failure To File 2021 External Inspection Affirmation of Correction for LP Device,Active,20000030802Y0001,Boiler,2021-12-31,Bronx,3266,90,3044,ALBANY CRESCENT,New York,New York,,2032660090,10463,40.877233,-73.90365,208,14,277,Kingsbridge Heights-Van Cortlandt Village
2002814,2004-11-19,111904LL108101595,LL1081,,Active,2P631,Elevator,2004-12-31,Bronx,2461,45,940,GRAND CONCOURSE,New York,New York,,2024610045,10451,40.828783,-73.921617,204,16,18301,Concourse-Concourse Village
2041215,2014-05-15,051514LBLVIO08272,LBLVIO,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2012 INSPECTION REPORT,Active,20000013503Y0001,Boiler,2012-12-31,Bronx,3947,1,2131,STARLING AVENUE,New York,New York,,2039470001,10462,40.836175,-73.854048,209,18,222,Parkchester
3025528,2023-06-20,062023LBLVIO05871,LBLVIO,VIOLATION ISSUED-FAILURE TO FILE 2018 EXTERNAL LOW PRESSURE INSPECTION,Dismissed,30000162174Y0001,Boiler,2018-12-31,Brooklyn,1082,52,519,5 STREET,New York,New York,,3010820052,11215,40.66863,-73.978137,306,39,155,Park Slope
2002815,2023-10-23,VIO-FTC-VT-CAT1-202212-0014775,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2022 Cat1 Test Affirmation of Correction,Active,2P594,Elevator,2022-12-31,Bronx,2461,58,960,GRAND CONCOURSE,New York,New York,,2024610058,10451,40.829305,-73.921346,204,16,18301,Concourse-Concourse Village
1060908,2012-08-15,081512EACC101365,E,,Active,1P15970,Elevator,2010-12-31,Manhattan,2048,25,105,EDGECOMBE AVENUE,New York,New York,,1020480025,10030,40.819948,-73.945849,110,9,22102,Harlem (North)
1010042,2023-06-20,062023LBLVIO36130,LBLVIO,VIOLATION ISSUED-FAILURE TO FILE 2019 EXTERNAL LOW PRESSURE INSPECTION,Dismissed,10000076905Y0001,Boiler,2019-12-31,Manhattan,588,59,94,CHRISTOPHER STREET,New York,New York,,1005880059,10014,40.733337,-74.004579,102,3,73,West Village
3063299,1997-09-16,091697LL6291226185,LL6291,,Active,30000103053N0001,Boiler,1996-12-31,Brooklyn,2433,15,224,SOUTH    3 STREET,New York,New York,,3024330015,11211,40.711136,-73.958775,301,34,523,Williamsburg
4052288,2023-10-23,VIO-FTC-VT-CAT1-202012-0006553,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2020 Cat1 Test Affirmation of Correction,Dismissed,4P2883,Elevator,2020-12-31,Queens,2220,7501,69-45,108 STREET,New York,New York,,4022207501,11375,40.723824,-73.844907,406,29,739,Forest Hills
2012842,2002-03-26,032602LL629111277,LL6291,,Active,20000013742Y0001,Boiler,2001-12-31,Bronx,3102,43,2343,PROSPECT AVENUE,New York,New York,,2031020043,10458,40.85266,-73.883244,206,15,393,Belmont
3102099,2023-06-30,063023LBLVIO18629,LBLVIO,VIOLATION ISSUED-FAILURE TO FILE 2020 EXTERNAL LOW PRESSURE INSPECTION,Dismissed,30000069269Y0001,Boiler,2020-12-31,Brooklyn,4675,45,397,EAST   49 STREET,New York,New York,,3046750045,11203,40.652365,-73.931451,317,41,868,East Flatbush-Rugby
2002822,2018-01-26,012618ACC104447,ACC1,,Active,2P1637,Elevator,2016-12-31,Bronx,2461,90,1000,GRAND CONCOURSE,New York,New York,,2024610090,10451,40.82979,-73.921074,204,16,18301,Concourse-Concourse Village
